1,1,0.12,1,5.935,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.13,1,5.93,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.14,1,5.925,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.15,1,5.92,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.16,1,5.915,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.17,1,5.91,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.18,1,5.905,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.19,1,5.9,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.2,1,5.895,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.21,1,5.89,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.22,1,5.885,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.23,1,5.88,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.24,1,5.875,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.25,1,5.87,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.26,1,5.865,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.27,1,5.86,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.28,1,5.855,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.29,1,5.85,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.3,1,5.845,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.31,1,5.84,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.32,1,5.835,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.33,1,5.83,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.34,1,5.825,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.35,1,5.82,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.36,1,5.815,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.37,1,5.81,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.38,1,5.805,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.39,1,5.8,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.4,1,5.795,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.41,1,5.79,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.42,1,5.785,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.43,1,5.78,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.44,1,5.775,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.45,1,5.77,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.46,1,5.765,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.47,1,5.76,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.48,1,5.755,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.49,1,5.75,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.5,1,5.745,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.51,1,5.74,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.52,1,5.735,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.53,1,5.73,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.54,1,5.725,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.55,1,5.72,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.56,1,5.715,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.57,1,5.71,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.58,1,5.705,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.59,1,5.7,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.6,1,5.695,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.61,1,5.69,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.62,1,5.685,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.63,1,5.68,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.64,1,5.675,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.65,1,5.67,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.66,1,5.665,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.67,1,5.66,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.68,1,5.655,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
1,1,0.69,1,5.65,1,4,-0,1,0,1,2.10348e-038,3.69196e-011
